title,city,phone,website,reviews,rating,audit_status,audit_error,audit_body_len,audit_fbq_pixel,audit_gtag,audit_analytics_js,audit_schema_org,audit_local_business_schema,audit_lead_form,audit_whatsapp,audit_view_port_meta,score,reasons
XO Fitness Mohali,Sahibzada Ajit Singh Nagar,+91 62396 37977,http://www.xofitness.in/,289,4.9,200,,138067,False,False,False,False,False,False,False,True,6,NO_TRACKING(+2) | no_schema(+1) | no_form(+1) | no_local_schema(+1) | proven_289(+1)
Archon Fitness Club,Sahibzada Ajit Singh Nagar,+91 90411 79111,https://www.archonfitness.com/,208,4.8,200,,149943,False,False,False,False,False,False,False,True,6,NO_TRACKING(+2) | no_schema(+1) | no_form(+1) | no_local_schema(+1) | proven_208(+1)
Flex Gym,Chandigarh,+91 98033 00112,https://flexgym41.netlify.app/,192,4.2,200,,30322,False,False,False,False,False,False,True,True,6,NO_TRACKING(+2) | no_schema(+1) | no_form(+1) | no_local_schema(+1) | proven_192(+1)
Breathe Yoga,"Zirakpur, Sanauli",+91 89686 67782,https://breathestudio4yoga.wixsite.com/breathestudio4yogaae,178,5,200,,149900,False,False,False,False,False,False,False,True,6,NO_TRACKING(+2) | no_schema(+1) | no_form(+1) | no_local_schema(+1) | proven_178(+1)
Revive Fitnes Gym,Zirakpur,+91 88375 19996,https://revivefitnes.com/,135,4.7,200,,11631,False,False,False,False,False,False,False,True,6,NO_TRACKING(+2) | no_schema(+1) | no_form(+1) | no_local_schema(+1) | proven_135(+1)
Train Insane Gym,Sahibzada Ajit Singh Nagar,+91 96532 81759,https://traininsanegym.co.in/,49,4.7,0,timeout,,,,,,,,,,6,NO_TRACKING(+2) | no_schema(+1) | no_form(+1) | not_responsive(+1) | no_local_schema(+1)
BODY BALANCE PHYSIOTHERAPY & SPORTS INJURY REHAB CLINIC,Panchkula,+91 78140 43234,https://bodybalancephysiotherapy.com/physiotherapist-in-panchkula,44,4.9,200,non-html,149982,,,,,,,,,6,NO_TRACKING(+2) | no_schema(+1) | no_form(+1) | not_responsive(+1) | no_local_schema(+1)
Fitness Coach Praveen Rana,"Zirakpur, Sanauli",+91 85915 22456,https://parveenranafitness.com/,27,5,0,timeout,,,,,,,,,,6,NO_TRACKING(+2) | no_schema(+1) | no_form(+1) | not_responsive(+1) | no_local_schema(+1)
Athelonics Hybrid Gym Zirakpur,"Zirakpur, Panchkula",+91 85914 99554,https://athelonics.in/,26,4.7,0,timeout,,,,,,,,,,6,NO_TRACKING(+2) | no_schema(+1) | no_form(+1) | not_responsive(+1) | no_local_schema(+1)
Yogastu Wellness,Chandigarh,+91 97292 09066,http://buildwithyogi.com/,21,5,0,timeout,,,,,,,,,,6,NO_TRACKING(+2) | no_schema(+1) | no_form(+1) | not_responsive(+1) | no_local_schema(+1)
Yogshakha | Yoga Studio,Chandigarh,+91 78144 08051,https://yogshakha.in/,19,5,0,timeout,,,,,,,,,,6,NO_TRACKING(+2) | no_schema(+1) | no_form(+1) | not_responsive(+1) | no_local_schema(+1)
Oceans7 Fitness Gym,Sahibzada Ajit Singh Nagar,+91 82849 44091,https://www.oceans7.co.in/,17,2.9,0,timeout,,,,,,,,,,6,NO_TRACKING(+2) | no_schema(+1) | no_form(+1) | not_responsive(+1) | no_local_schema(+1)
Avni Yoga Studio,"Kishanpura, Zirakpur",+91 93991 37373,https://www.avniyagastudio.com/,17,5,0,timeout,,,,,,,,,,6,NO_TRACKING(+2) | no_schema(+1) | no_form(+1) | not_responsive(+1) | no_local_schema(+1)
Yoga Classes in Chandigarh Personal Trainer,Chandigarh,+91 79883 54495,https://yogaclassesinchandigarh.com/,13,5,0,timeout,,,,,,,,,,6,NO_TRACKING(+2) | no_schema(+1) | no_form(+1) | not_responsive(+1) | no_local_schema(+1)
Champion Gym (Dhakoli),Zirakpur,+91 76529 37990,http://championgym.com/,10,5,200,,13777,False,False,False,False,False,False,False,False,6,NO_TRACKING(+2) | no_schema(+1) | no_form(+1) | not_responsive(+1) | no_local_schema(+1)
Secret Gym Society,Chandigarh,+91 62394 22232,https://secretgymsociety.com/?utm_source=ig&utm_medium=social&utm_content=link_in_bio&fbclid=PAb21jcAPIGThleHRuA2FlbQIxMQBzcnRjBmFwcF9pZA81NjcwNjczNDMzNTI0MjcAAaciHFr5emF2OPlXkGtyn7T1MVRoKmM31U7A6AEILWziYW-PKM00t1lLS4KWSQ_aem_AJNBC3_mDHJEkCIIw16pnA,9,5,0,timeout,,,,,,,,,,6,NO_TRACKING(+2) | no_schema(+1) | no_form(+1) | not_responsive(+1) | no_local_schema(+1)
Photon physio clinic,Chandigarh,+91 98177 97741,http://photonphysio.com/,3,5,0,timeout,,,,,,,,,,6,NO_TRACKING(+2) | no_schema(+1) | no_form(+1) | not_responsive(+1) | no_local_schema(+1)
Yoga Flows,Sahibzada Ajit Singh Nagar,,https://www.yogaflows.online/,3,5,0,timeout,,,,,,,,,,6,NO_TRACKING(+2) | no_schema(+1) | no_form(+1) | not_responsive(+1) | no_local_schema(+1)
Royal fitness club | Best gym in chandigarh,Chandigarh,,https://vishal.beingmaker.com/,1,5,0,timeout,,,,,,,,,,6,NO_TRACKING(+2) | no_schema(+1) | no_form(+1) | not_responsive(+1) | no_local_schema(+1)
Jasmine Kaur - Founder of Healthy Ageing Hub,Chandigarh,,https://connecteacbef.clickfunnels.com/me,1,5,200,,5602,False,False,False,False,False,False,False,False,6,NO_TRACKING(+2) | no_schema(+1) | no_form(+1) | not_responsive(+1) | no_local_schema(+1)
Health Lounges,Panchkula,+91 85580 07103,https://healthlounges.com/,95,4.9,200,,76230,False,False,False,False,False,False,True,True,5.5,NO_TRACKING(+2) | no_schema(+1) | no_form(+1) | no_local_schema(+1) | established_95(+0.5)
Body Works Gym & Spa,Sahibzada Ajit Singh Nagar,+91 6284 138 209,https://sites.google.com/view/body-works-gym-spa/home,94,4.8,200,,134841,False,False,False,False,False,False,False,True,5.5,NO_TRACKING(+2) | no_schema(+1) | no_form(+1) | no_local_schema(+1) | established_94(+0.5)
S.R. Life Fitness,Zirakpur,+91 90411 26926,http://srlifefitness.in/,93,5,200,,63357,False,False,False,False,False,False,False,True,5.5,NO_TRACKING(+2) | no_schema(+1) | no_form(+1) | no_local_schema(+1) | established_93(+0.5)
DANCE WITH ARYAN STUDIO,Panchkula,+91 81462 04527,https://sites.google.com/view/dancewitharyan/home,90,5,200,,115707,False,False,False,False,False,False,False,True,5.5,NO_TRACKING(+2) | no_schema(+1) | no_form(+1) | no_local_schema(+1) | established_90(+0.5)
Yoga Plus,Zirakpur,+91 98728 95727,https://sites.google.com/view/yoga-plus-studio/home,86,4.9,200,,149994,False,False,False,False,False,False,False,True,5.5,NO_TRACKING(+2) | no_schema(+1) | no_form(+1) | no_local_schema(+1) | established_86(+0.5)
"Aarogya Yoga | Meditation, Yoga, and Wellness Studio",Chandigarh,+91 94784 23792,https://www.aarogyayoga.com/,58,5,200,,149982,False,False,False,False,False,False,True,True,5.5,NO_TRACKING(+2) | no_schema(+1) | no_form(+1) | no_local_schema(+1) | established_58(+0.5)
Sharp Fitness,Zirakpur,+91 82840 22068,https://www.sharpfitness.co.in/,50,4.7,200,,149998,False,False,False,False,False,False,False,True,5.5,NO_TRACKING(+2) | no_schema(+1) | no_form(+1) | no_local_schema(+1) | established_50(+0.5)
BodyZone Fitness & Spa,Chandigarh,+91 172 507 7770,https://www.bodyzonegym.in/,756,4.6,200,,149988,False,True,True,True,False,False,True,True,5,partial_tracking(+1) | no_form(+1) | no_local_schema(+1) | high_demand_756(+2)
Fitwiser - Simplifying Weight Loss,Sahibzada Ajit Singh Nagar,+91 98150 80032,https://fitwiser.in/simplifying-weight-loss/,570,4.8,200,,149764,False,True,True,True,False,False,True,True,5,partial_tracking(+1) | no_form(+1) | no_local_schema(+1) | high_demand_570(+2)
TNT Gym & Spa,"Zirakpur, Sanauli",+91 97798 80666,https://tntgyms.com/,555,4.7,200,,149800,False,True,True,True,False,False,True,True,5,partial_tracking(+1) | no_form(+1) | no_local_schema(+1) | high_demand_555(+2)
TNT Gym Baltana,Zirakpur,+91 98152 55575,https://www.tntgyms.com/,513,4.7,200,,149800,False,True,True,True,False,False,True,True,5,partial_tracking(+1) | no_form(+1) | no_local_schema(+1) | high_demand_513(+2)
Bodylife Premium Gym & Spa,"Sahibzada Ajit Singh Nagar, Zirakpur",+91 62834 40374,https://bodylife-premium-gyms.grexa.site/,443,4.9,200,,149994,False,True,True,False,False,False,True,True,5,partial_tracking(+1) | no_schema(+1) | no_form(+1) | no_local_schema(+1) | proven_443(+1)
"Pro Ultimate Gyms - Sector 7-C, Chandigarh",Chandigarh,+91 86869 00043,https://www.proultimategyms.in/,422,4.9,200,,149997,False,True,True,False,False,False,False,True,5,partial_tracking(+1) | no_schema(+1) | no_form(+1) | no_local_schema(+1) | proven_422(+1)
Pro Ultimate Gyms - Wave Estate Mohali,Sahibzada Ajit Singh Nagar,+91 6284 849 266,https://www.proultimategyms.in/,391,4.9,200,,149997,False,True,True,False,False,False,False,True,5,partial_tracking(+1) | no_schema(+1) | no_form(+1) | no_local_schema(+1) | proven_391(+1)
The Soul Train Gym & Spa,Panchkula,+91 97799 72899,https://www.soultraingym.com/,373,4.6,200,,52241,False,False,False,False,False,True,False,True,5,NO_TRACKING(+2) | no_schema(+1) | no_local_schema(+1) | proven_373(+1)
Team wind chasers skating academy (Sec 44),Chandigarh,+91 88723 00065,https://twcsportsclub.com/,286,4.9,200,,150000,False,False,True,False,False,False,True,True,5,partial_tracking(+1) | no_schema(+1) | no_form(+1) | no_local_schema(+1) | proven_286(+1)
Legacee Gyms & Spa,Chandigarh,+91 97800 34111,https://legacee-gyms-spa-gym.grexa.site/,275,4.7,200,,149994,False,True,True,False,False,False,True,True,5,partial_tracking(+1) | no_schema(+1) | no_form(+1) | no_local_schema(+1) | proven_275(+1)
Ultimate Physique Fitness Gym,Sahibzada Ajit Singh Nagar,+91 98789 89322,https://upfgym.com/,217,4.8,200,,149642,False,False,False,False,False,True,True,True,5,NO_TRACKING(+2) | no_schema(+1) | no_local_schema(+1) | proven_217(+1)
The Fitness Chakra- Dance Academy in Panchkula,Panchkula,+91 99889 94585,https://the-fitness-chakra-dance.grexa.site/,203,5,200,,149984,False,True,True,False,False,False,True,True,5,partial_tracking(+1) | no_schema(+1) | no_form(+1) | no_local_schema(+1) | proven_203(+1)
Pro Ultimate Gyms Sector 34A Chandigarh,Chandigarh,+91 98885 10034,https://proultimate.com/,194,4.8,200,,149997,False,True,True,False,False,False,False,True,5,partial_tracking(+1) | no_schema(+1) | no_form(+1) | no_local_schema(+1) | proven_194(+1)
Pro Ultimate Gyms - Medallion 68,Sahibzada Ajit Singh Nagar,+91 77450 00068,https://www.proultimategyms.in/,186,4.7,200,,149997,False,True,True,False,False,False,False,True,5,partial_tracking(+1) | no_schema(+1) | no_form(+1) | no_local_schema(+1) | proven_186(+1)
Dhaarna Yoga k,Panchkula,+91 98882 66678,https://dhaarnayogastudio.com/,152,5,200,,149966,False,False,False,False,False,True,True,True,5,NO_TRACKING(+2) | no_schema(+1) | no_local_schema(+1) | proven_152(+1)
DIVYA Yoga & Therapeutic Yoga Home Instructor Provider,Sahibzada Ajit Singh Nagar,+91 98532 48000,https://divyayogainstructor.in/,128,4.9,200,,150000,False,False,False,True,False,False,True,True,5,NO_TRACKING(+2) | no_form(+1) | no_local_schema(+1) | proven_128(+1)
Nidanam Wellness,Panchkula,+91 92160 84777,http://www.nidanamwellness.com/,127,4.3,200,,149977,False,False,False,False,False,True,True,True,5,NO_TRACKING(+2) | no_schema(+1) | no_local_schema(+1) | proven_127(+1)
Anytime Fitness,Sahibzada Ajit Singh Nagar,+91 76963 11148,https://www.anytimefitness.com/en-in/locations/mohali-punjab-in-1119,122,4,200,,149947,False,False,True,False,False,False,False,True,5,partial_tracking(+1) | no_schema(+1) | no_form(+1) | no_local_schema(+1) | proven_122(+1)
Octane Fitness,Panchkula,+91 79018 31409,https://theoctanefitness.com/,109,3.6,200,,149994,False,False,False,True,False,False,False,True,5,NO_TRACKING(+2) | no_form(+1) | no_local_schema(+1) | proven_109(+1)
Vinay Yoga Trainer,Sahibzada Ajit Singh Nagar,+91 72060 06685,https://vinayyogatrainer.online/,108,5,200,,149991,False,False,False,True,False,False,True,True,5,NO_TRACKING(+2) | no_form(+1) | no_local_schema(+1) | proven_108(+1)
D1 Spa And Wellness,Sahibzada Ajit Singh Nagar,+91 90415 41544,https://sites.google.com/view/d1-spa-and-wellness/home?authuser=0,33,5,200,,116173,False,False,False,False,False,False,True,True,5,NO_TRACKING(+2) | no_schema(+1) | no_form(+1) | no_local_schema(+1)
"Putt Punjab De Bhangra Academy, Mohali",Sahibzada Ajit Singh Nagar,+91 95903 10001,https://rohitjaura.github.io/PuttPunjabDeScanResult/,32,4.9,200,,13915,False,False,False,False,False,False,True,True,5,NO_TRACKING(+2) | no_schema(+1) | no_form(+1) | no_local_schema(+1)
Training in Tricity - Personal Women Trainer - Zumba - Aerobics - yoga - various dance forms - wedding choerography,Chandigarh,+91 98887 78677,https://fitwithjyoti.carrd.co/,30,4.9,200,,88398,False,False,False,False,False,False,True,True,5,NO_TRACKING(+2) | no_schema(+1) | no_form(+1) | no_local_schema(+1)
SB Wellness Center,Chandigarh,,http://www.drshalinderkaur.com/,26,4.8,200,,150000,False,False,False,False,False,False,True,True,5,NO_TRACKING(+2) | no_schema(+1) | no_form(+1) | no_local_schema(+1)
Brodeway Etender डिजिटल signature Gym,Chandigarh,+91 92164 16567,http://www.brodeway.in/,25,4.4,200,,149933,False,False,False,True,False,False,True,False,5,NO_TRACKING(+2) | no_form(+1) | not_responsive(+1) | no_local_schema(+1)
JD Dance & Fitness Studio,Zirakpur,+91 99155 66691,https://sites.google.com/view/jd-dance-fitness-studio?usp=sharing,25,5,200,,120520,False,False,False,False,False,False,False,True,5,NO_TRACKING(+2) | no_schema(+1) | no_form(+1) | no_local_schema(+1)
Divine Yoga Centre,Chandigarh,+91 90232 92908,https://sites.google.com/view/divineyoganeelima/home,24,5,200,,117385,False,False,False,False,False,False,False,True,5,NO_TRACKING(+2) | no_schema(+1) | no_form(+1) | no_local_schema(+1)
Chandigarh Physiotherapy Center,Sahibzada Ajit Singh Nagar,,https://business.google.com/v/_/AKsrIN1oq0Jye1y3Gm5rxY8qY_MPQ8pW2n-cW4kPnLKxBTvKfZFdTKg/10ac/_?exp=1778401&myads=1,24,5,200,,149999,False,False,False,False,False,False,False,True,5,NO_TRACKING(+2) | no_schema(+1) | no_form(+1) | no_local_schema(+1)
MISSION INDIA FITNESS INSTITUTE GURGAON,Sahibzada Ajit Singh Nagar,,http://www.gmmifi.com/,23,4.5,200,,90269,False,False,False,False,False,False,True,True,5,NO_TRACKING(+2) | no_schema(+1) | no_form(+1) | no_local_schema(+1)
Club 72 Gym - Vajra Martial Arts Academy,Sahibzada Ajit Singh Nagar,+91 92057 40391,https://www.club72gym.com/,18,4.7,200,,149978,False,False,False,False,False,False,False,True,5,NO_TRACKING(+2) | no_schema(+1) | no_form(+1) | no_local_schema(+1)
Pilates Social Club,Sahibzada Ajit Singh Nagar,+91 80909 09777,http://pilatessocialclub.in/,18,5,200,,41061,False,False,False,False,False,False,True,True,5,NO_TRACKING(+2) | no_schema(+1) | no_form(+1) | no_local_schema(+1)
The Impirium Flex Gym,Sahibzada Ajit Singh Nagar,+91 98157 75333,https://www.theimpiriumflex.com/,16,3.8,200,,8086,False,False,False,False,False,False,False,True,5,NO_TRACKING(+2) | no_schema(+1) | no_form(+1) | no_local_schema(+1)
Yogamrit Anandam - Panchkula ( Yoga & Wellness ),Panchkula,+91 80502 74881,https://calendar.app.google/y3Y5Udw3NsZnSi968,16,5,200,,41844,False,False,False,False,False,False,False,True,5,NO_TRACKING(+2) | no_schema(+1) | no_form(+1) | no_local_schema(+1)
New Horizon Fitness Zone,Sahibzada Ajit Singh Nagar,+91 81120 60050,https://newhorizonfitnesszone.my.canva.site/,13,5,200,,150000,False,False,False,False,False,False,False,True,5,NO_TRACKING(+2) | no_schema(+1) | no_form(+1) | no_local_schema(+1)
Krishna Wellness and Healthcare,Sahibzada Ajit Singh Nagar,,https://krishna-wellness-qwodwf6.gamma.site/,13,5,200,,149999,False,False,False,False,False,False,False,True,5,NO_TRACKING(+2) | no_schema(+1) | no_form(+1) | no_local_schema(+1)
Zumba Certification course,Chandigarh,,http://leafzumba.com/,11,5,200,,15960,False,False,False,False,False,False,False,True,5,NO_TRACKING(+2) | no_schema(+1) | no_form(+1) | no_local_schema(+1)
THE WELLNESS QUEEN,Sahibzada Ajit Singh Nagar,+91 70781 00017,https://www.thewellnesqueen.com/,11,5,200,,149978,False,False,False,False,False,False,True,True,5,NO_TRACKING(+2) | no_schema(+1) | no_form(+1) | no_local_schema(+1)
Kudrat Dance & Fitness Squad Zirakpur,"Zirakpur, Gazipur",+91 90560 07823,https://www.kudratclub.in/,9,5,200,,149944,False,False,False,False,False,False,False,True,5,NO_TRACKING(+2) | no_schema(+1) | no_form(+1) | no_local_schema(+1)
The Reset Space,Chandigarh,+91 98771 13277,http://theresetspace.in/,6,5,200,,19758,False,False,False,False,False,False,False,True,5,NO_TRACKING(+2) | no_schema(+1) | no_form(+1) | no_local_schema(+1)
Legacy Tiny Warriors Playway & Activity Club for Kids | Club 72 Gym,Sahibzada Ajit Singh Nagar,+91 82888 40777,https://www.club72gym.com/,4,4.8,200,,149978,False,False,False,False,False,False,False,True,5,NO_TRACKING(+2) | no_schema(+1) | no_form(+1) | no_local_schema(+1)
Olive The Wellness Spa,"Nabha, Zirakpur",,https://www.olivethewellnessspa.com/,3,5,200,,93981,False,False,False,False,False,False,True,True,5,NO_TRACKING(+2) | no_schema(+1) | no_form(+1) | no_local_schema(+1)
M AND A INNOVATIVES PVT.LTD.,Sahibzada Ajit Singh Nagar,,https://www.m-ainnovatives.com/,2,5,200,,149860,False,False,False,False,False,False,False,True,5,NO_TRACKING(+2) | no_schema(+1) | no_form(+1) | no_local_schema(+1)
Roots Development League,Sahibzada Ajit Singh Nagar,,https://www.mivranfootballschool.com/tournaments,1,5,200,,49593,False,False,False,False,False,False,False,True,5,NO_TRACKING(+2) | no_schema(+1) | no_form(+1) | no_local_schema(+1)
Yogasth,Sahibzada Ajit Singh Nagar,+91 89688 36963,http://www.yogasth.com/,1,5,200,,75157,False,False,False,False,False,False,False,True,5,NO_TRACKING(+2) | no_schema(+1) | no_form(+1) | no_local_schema(+1)
Olive The Wellness Spa,"Chandigarh, Zirakpur",,https://www.olivethewellnessspa.com/,1,5,200,,93981,False,False,False,False,False,False,True,True,5,NO_TRACKING(+2) | no_schema(+1) | no_form(+1) | no_local_schema(+1)
Hands Wellness Services,Sahibzada Ajit Singh Nagar,+91 98781 25469,http://hands.life/,,,200,,133246,False,False,False,False,False,False,False,True,5,NO_TRACKING(+2) | no_schema(+1) | no_form(+1) | no_local_schema(+1)
