url,status,ctype,body_len,error,fbq_pixel,gtag,analytics_js,meta_pixel_loader,schema_org,local_business_schema,lead_form,whatsapp,phone_visible,view_port_meta,responsive_css,blog_recent
https://globalkrishna.netlify.app/?utm_source=ig&utm_medium=social&utm_content=link_in_bio&fbclid=PAZXh0bgNhZW0CMTEAc3J0YwZhcHBfaWQPNTY3MDY3MzQzMzUyNDI3AAGnNnMgGGJS7NcDDBlIjhg3i5T5qcdvjU80Az6vDQlXsgQrAkAah_VeUt9-Yb0_aem_02xp5qs6-Ujg6XrU2GGuxQ#gym,200,text/html; charset=UTF-8,1926,,False,False,False,False,False,False,False,False,False,True,False,False
https://merepanditji.com/,200,text/html; charset=UTF-8,149991,,False,False,False,False,False,False,True,True,False,True,True,True
https://shreemaura.org/,200,text/html; charset=UTF-8,149947,,False,False,True,False,True,False,False,True,False,True,True,True
https://tptalfusion.lovable.app/,200,text/html; charset=utf-8,5174,,False,False,False,False,True,False,False,False,True,True,False,False
https://true-elevate.com/,200,text/html; charset=UTF-8,149976,,True,True,True,True,True,False,True,True,True,True,True,True
https://oxizonefitness.com/zirakpur/,404,,,http_404,,,,,,,,,,,,
https://mybusinessinfo.website/Aastha-Yoga-Online-Classes,200,text/html; charset=UTF-8,150000,,False,True,True,False,False,False,True,True,True,True,False,False
https://www.anytimefitness.co.in/gyms/in-1135/zirakpur-punjab-140603/,200,text/html; charset=utf-8,149943,,False,False,True,False,True,False,False,False,True,True,True,True
http://www.drvibhaojas.in/,200,text/html; charset=UTF-8,149996,,False,True,True,False,False,False,True,True,False,True,True,True
https://www.fitnessbysoma.com/,200,text/html; charset=UTF-8,149997,,True,False,False,True,True,False,False,False,False,True,True,True
